x_position(cm),flux_mean,flux_std
-6.825500000000001011e-02,9.895477070919254589e-03,1.210163360033450624e-05
-6.788099999999999690e-02,9.891612450288604294e-03,1.191576666619109689e-05
-6.750700000000001144e-02,9.890333501031540325e-03,1.243888663525869523e-05
-6.713299999999999823e-02,9.888223807229151383e-03,1.205127239855414437e-05
-6.675899999999999890e-02,9.893625093505645576e-03,1.289834452748605639e-05
-6.638499999999999956e-02,9.895095550988552979e-03,1.299455296192314733e-05
-6.601100000000000023e-02,9.888026676728755779e-03,1.285586093022726864e-05
-6.563700000000000090e-02,9.885676046553801971e-03,1.273432535908630712e-05
-6.526300000000000157e-02,9.884377231625170179e-03,1.255618409764302884e-05
-6.488900000000000223e-02,9.893461286747244968e-03,1.286012881963064436e-05
-6.451500000000000290e-02,9.894262256061950311e-03,1.236393211404913017e-05
-6.414100000000000357e-02,9.898396543123393759e-03,1.183220547726222048e-05
-6.376699999999999036e-02,9.893256484644990384e-03,1.241853556671071425e-05
-6.339300000000000490e-02,9.887049232999416820e-03,1.307490431501249675e-05
-6.301899999999999169e-02,9.887137598766941246e-03,1.285116181827639031e-05
-6.264500000000000624e-02,9.890057792120095920e-03,1.271555922536622281e-05
-6.227099999999999996e-02,9.889299885588682948e-03,1.242903325121012044e-05
-6.189700000000000063e-02,9.889736898000302256e-03,1.308561267558119848e-05
-6.152300000000000130e-02,9.891250321441651810e-03,1.186970430057085613e-05
-6.114900000000000196e-02,9.894965724265153417e-03,1.320780940783286285e-05
-6.077500000000000263e-02,9.892799980377472643e-03,1.319496246216411123e-05
-6.040100000000000330e-02,9.895792959984672094e-03,1.321943891615263633e-05
-6.002700000000000397e-02,9.902434833758032989e-03,1.301378933936961405e-05
-5.965299999999999769e-02,9.899062503557954154e-03,1.347559010849587035e-05
-5.927899999999999836e-02,9.898387473455845520e-03,1.286543629928041042e-05
-5.890499999999999903e-02,9.892893759612320786e-03,1.319727091256819413e-05
-5.853099999999999969e-02,9.899839923200339648e-03,1.375616380973106737e-05
-5.815700000000000036e-02,9.896630345629098269e-03,1.452914015691277787e-05
-5.778300000000000103e-02,9.892942281089011497e-03,1.364361618522523608e-05
-5.740900000000000170e-02,9.898528266233131215e-03,1.353001567126666698e-05
-5.703500000000000236e-02,9.897844053555683586e-03,1.339675746526738583e-05
-5.666100000000000303e-02,9.899359284293661465e-03,1.432589517808649605e-05
-5.628700000000000370e-02,9.896607906245908151e-03,1.388974788315760353e-05
-5.591300000000000436e-02,9.900116239920745201e-03,1.439877231615279972e-05
-5.553900000000000503e-02,9.898311469213718142e-03,1.366030248123410582e-05
-5.516499999999999876e-02,9.893259937710112417e-03,1.371862189728281621e-05
-5.479099999999999943e-02,9.888765648566557112e-03,1.342161676261087507e-05
-5.441700000000000009e-02,9.891796903372581176e-03,1.404340975840043410e-05
-5.404300000000000076e-02,9.889203323054901462e-03,1.422367664514604432e-05
-5.366900000000000143e-02,9.891192340046348758e-03,1.355118850073766761e-05
-5.329500000000000209e-02,9.893405072246617624e-03,1.397250962437721323e-05
-5.292100000000000276e-02,9.892572303916290222e-03,1.383138383263969034e-05
-5.254700000000000343e-02,9.894363687840494401e-03,1.259911940644368399e-05
-5.217300000000000409e-02,9.891266058459712018e-03,1.219483362225990094e-05
-5.179900000000000476e-02,9.890534800368541712e-03,1.237425682360972568e-05
-5.142499999999999849e-02,9.884140206763364703e-03,1.332512130854422070e-05
-5.105099999999999916e-02,9.895524661048770571e-03,1.299184124767660831e-05
-5.067699999999999982e-02,9.895393572955430220e-03,1.363526476707576404e-05
-5.030300000000000049e-02,9.902725460977885447e-03,1.355597749645565883e-05
-4.992900000000000116e-02,9.899366528036048635e-03,1.386612306782411904e-05
-4.955500000000000183e-02,9.898712159573946553e-03,1.346668547861714588e-05
-4.918100000000000249e-02,9.900074811500658364e-03,1.368524324574830355e-05
-4.880700000000000316e-02,9.899022260286346672e-03,1.388258353489315607e-05
-4.843300000000000383e-02,9.896861801413555162e-03,1.358318560834348046e-05
-4.805900000000000449e-02,9.900330045957052988e-03,1.351640394171552991e-05
-4.768500000000000516e-02,9.902772928040048245e-03,1.372693833180803475e-05
-4.731099999999999889e-02,9.901528075175804536e-03,1.340529529067414661e-05
-4.693699999999999956e-02,9.900541676566298327e-03,1.341828595216494420e-05
-4.656300000000000022e-02,9.897286825084611675e-03,1.337361170885038452e-05
-4.618900000000000089e-02,9.898586256129266250e-03,1.414010542936857754e-05
-4.581500000000000156e-02,9.899780517284229725e-03,1.400795215398003993e-05
-4.544100000000000222e-02,9.902464992834272839e-03,1.349149810703298128e-05
-4.506700000000000289e-02,9.899209806166119063e-03,1.294950858256429956e-05
-4.469300000000000356e-02,9.903051606709468643e-03,1.356445455871364136e-05
-4.431900000000000422e-02,9.907694103147512976e-03,1.366094391702955542e-05
-4.394500000000000489e-02,9.909151099213009059e-03,1.359544760022051505e-05
-4.357099999999999862e-02,9.901148316151358805e-03,1.405059410683279538e-05
-4.319699999999999929e-02,9.905623240643141383e-03,1.443006305825804155e-05
-4.282299999999999995e-02,9.905836693568896220e-03,1.352766900850287870e-05
-4.244900000000000062e-02,9.904734623112559921e-03,1.347791529688163738e-05
-4.207500000000000129e-02,9.907921417413898674e-03,1.326918302099319163e-05
-4.170100000000000195e-02,9.901852184779425317e-03,1.341485117554658920e-05
-4.132700000000000262e-02,9.903256052481162683e-03,1.395953540729820995e-05
-4.095300000000000329e-02,9.904959268593738902e-03,1.370095638484084532e-05
-4.057900000000000396e-02,9.911241587268346254e-03,1.315331165193609416e-05
-4.020500000000000462e-02,9.913450808693187802e-03,1.307938748376637772e-05
-3.983100000000000529e-02,9.914726697471638178e-03,1.283631028930787422e-05
-3.945699999999999902e-02,9.910661607916098834e-03,1.294208021931161206e-05
-3.908299999999999969e-02,9.900425183593729653e-03,1.344296753252842938e-05
-3.870900000000000035e-02,9.905135487783789730e-03,1.377858744433307397e-05
-3.833500000000000102e-02,9.908508340782731794e-03,1.328677707230318469e-05
-3.796100000000000169e-02,9.904511669477297775e-03,1.275617491949206274e-05
-3.758700000000000235e-02,9.901591156193462195e-03,1.384089267610667027e-05
-3.721300000000000302e-02,9.909304800306282038e-03,1.283216629565918048e-05
-3.683900000000000369e-02,9.910851548091834107e-03,1.292186812795613079e-05
-3.646500000000000435e-02,9.907079898020601516e-03,1.322155905776407263e-05
-3.609100000000000502e-02,9.904433932763750600e-03,1.412070162867552714e-05
-3.571699999999999875e-02,9.905529102021559326e-03,1.331351782131220602e-05
-3.534299999999999942e-02,9.911772402710565533e-03,1.279969732275483749e-05
-3.496900000000000008e-02,9.913426044298852269e-03,1.272995991292643841e-05
-3.459500000000000075e-02,9.911438577438071162e-03,1.249624145243899083e-05
-3.422100000000000142e-02,9.911534959977040191e-03,1.242673071566566339e-05
-3.384700000000000208e-02,9.911852053229390155e-03,1.204943067817678244e-05
-3.347300000000000275e-02,9.918813595303541120e-03,1.247107184232119494e-05
-3.309900000000000342e-02,9.912904396371298790e-03,1.252459758430125239e-05
-3.272500000000000409e-02,9.911582435026320900e-03,1.283280551120274280e-05
-3.235100000000000475e-02,9.915766431381242696e-03,1.285936727964136029e-05
-3.197700000000000542e-02,9.912197934569018723e-03,1.327331874447248499e-05
-3.160300000000000609e-02,9.909856957067461614e-03,1.408799782024206399e-05
-3.122899999999999981e-02,9.915326408782024203e-03,1.356371682729001942e-05
-3.085500000000000048e-02,9.916741259391606902e-03,1.350204308678902335e-05
-3.048100000000000115e-02,9.917675874265247798e-03,1.287360534610773708e-05
-3.010700000000000182e-02,9.915973651654202622e-03,1.215856061826308676e-05
-2.973300000000000248e-02,9.917038227482541032e-03,1.250808797769141229e-05
-2.935900000000000315e-02,9.920321679994075978e-03,1.340476310875121189e-05
-2.898500000000000382e-02,9.925790841288948535e-03,1.364039806611430144e-05
-2.861100000000000448e-02,9.923680827547253641e-03,1.323807378754009302e-05
-2.823700000000000515e-02,9.921883925972275683e-03,1.266037266332854162e-05
-2.786300000000000582e-02,9.919516282144769104e-03,1.243593552820341490e-05
-2.748900000000000649e-02,9.918547893040093044e-03,1.295092412060105818e-05
-2.711500000000000715e-02,9.913925785161979351e-03,1.303162023291007465e-05
-2.674100000000000782e-02,9.909991918603396413e-03,1.267682410095966216e-05
-2.636700000000000849e-02,9.921010784127907642e-03,1.331791096552077012e-05
-2.599300000000000915e-02,9.920489777325784686e-03,1.349271053015528515e-05
-2.561900000000000288e-02,9.924421251945191383e-03,1.314507251997386394e-05
-2.524499999999999661e-02,9.924914696615792786e-03,1.297163509651898796e-05
-2.487099999999999728e-02,9.923481915233081652e-03,1.234238331844538986e-05
-2.449699999999999794e-02,9.916146567977431395e-03,1.280477452412803846e-05
-2.412299999999999861e-02,9.918013482397654637e-03,1.248331538397767760e-05
-2.374899999999999928e-02,9.924169446620305021e-03,1.258986547525535223e-05
-2.337499999999999994e-02,9.922209374505150392e-03,1.203502695166952619e-05
-2.300100000000000061e-02,9.928589370800570621e-03,1.086235039059404220e-05
-2.262700000000000128e-02,9.924306570682521131e-03,1.114829809410741788e-05
-2.225300000000000195e-02,9.927255194596300292e-03,1.102055553876911551e-05
-2.187900000000000261e-02,9.922277260447819741e-03,1.176074147115070250e-05
-2.150500000000000328e-02,9.932721983122175941e-03,1.134937013076224409e-05
-2.113100000000000395e-02,9.931258298253392569e-03,1.198390634093804777e-05
-2.075700000000000461e-02,9.942543639630275695e-03,1.295685377337236109e-05
-2.038300000000000528e-02,9.932608945238410869e-03,1.259207273779500373e-05
-2.000900000000000595e-02,9.937751507729386188e-03,1.255702484216856498e-05
-1.963500000000000661e-02,9.944584388453969748e-03,1.231368212872110278e-05
-1.926100000000000728e-02,9.942001346978965315e-03,1.243630096741663058e-05
-1.888700000000000795e-02,9.939535541292421686e-03,1.229409214994242236e-05
-1.851300000000000862e-02,9.934164705578438226e-03,1.268649813376643724e-05
-1.813900000000000928e-02,9.940959736862091389e-03,1.342974200224157892e-05
-1.776500000000000301e-02,9.943281731551267474e-03,1.252181794679648858e-05
-1.739099999999999674e-02,9.940347447834192024e-03,1.231044538363980538e-05
-1.701699999999999741e-02,9.945696855007773313e-03,1.292033156347356429e-05
-1.664299999999999807e-02,9.948761638549234732e-03,1.263210184123959084e-05
-1.626899999999999874e-02,9.950078591368750197e-03,1.213420988892538867e-05
-1.589499999999999941e-02,9.943517804463477411e-03,1.232881690803336669e-05
-1.552100000000000007e-02,9.945763246035639604e-03,1.218113549322928593e-05
-1.514700000000000074e-02,9.944595326925025763e-03,1.283247324183959450e-05
-1.477300000000000141e-02,9.945740451966273224e-03,1.244410244527965584e-05
-1.439900000000000208e-02,9.955614108737121520e-03,1.313831283000679089e-05
-1.402500000000000274e-02,9.958711520932804137e-03,1.201802242870909152e-05
-1.365100000000000341e-02,9.956454289033956490e-03,1.270537304183221440e-05
-1.327700000000000408e-02,9.959904299674384592e-03,1.246601359262083102e-05
-1.290300000000000474e-02,9.968639283400420811e-03,1.314053672313003748e-05
-1.252900000000000541e-02,9.973247057035056554e-03,1.297217400706973995e-05
-1.215500000000000608e-02,9.980816231923862053e-03,1.327103919092284128e-05
-1.178100000000000674e-02,9.982519360594341307e-03,1.413850004443391039e-05
-1.140700000000000741e-02,9.987798621847275918e-03,1.425610035672246637e-05
-1.103300000000000808e-02,9.989092260404010618e-03,1.486284010422248847e-05
-1.065900000000000875e-02,9.996632529774817852e-03,1.430492448047993893e-05
-1.028500000000000941e-02,9.996868738351222944e-03,1.377029324372085072e-05
-9.911000000000010079e-03,1.000030975188334961e-02,1.402597894675934441e-05
-9.537000000000003808e-03,1.000710786809015304e-02,1.320380029596916537e-05
-9.162999999999997536e-03,1.001030816873484455e-02,1.282201757276607101e-05
-8.788999999999998203e-03,1.001432704502591177e-02,1.263138538384091304e-05
-8.414999999999998870e-03,1.001799492852876311e-02,1.277061540195890443e-05
-8.040999999999999537e-03,1.002825538736475119e-02,1.310410145967340637e-05
-7.667000000000000204e-03,1.003373536218816510e-02,1.341868062482193702e-05
-7.293000000000000871e-03,1.003801941432014115e-02,1.266489786765749456e-05
-6.919000000000001538e-03,1.004671521908464572e-02,1.318209744422715985e-05
-6.545000000000002205e-03,1.005191979165198125e-02,1.273480204204484618e-05
-6.171000000000002872e-03,1.006597459708524073e-02,1.349607552040095869e-05
-5.797000000000003539e-03,1.006890526135695990e-02,1.292068338165573773e-05
-5.423000000000004206e-03,1.007588308845461418e-02,1.262981654308949512e-05
-5.049000000000004873e-03,1.009134376519290124e-02,1.290964103097052781e-05
-4.675000000000005540e-03,1.010505110241177555e-02,1.412363315903212825e-05
-4.301000000000006207e-03,1.012114382738534338e-02,1.451317204690247278e-05
-3.927000000000006874e-03,1.013814420212774160e-02,1.412216173157343396e-05
-3.553000000000007541e-03,1.016007642270246210e-02,1.422417511526752154e-05
-3.179000000000008208e-03,1.017400457648142721e-02,1.423820296491967667e-05
-2.805000000000008875e-03,1.019900496520466729e-02,1.391332088295783798e-05
-2.431000000000009542e-03,1.022773218534536559e-02,1.392443871116811101e-05
-2.057000000000010209e-03,1.025796659448403522e-02,1.414683582428905778e-05
-1.683000000000003937e-03,1.029210152558545331e-02,1.465365200100066306e-05
-1.308999999999997665e-03,1.034394925962308850e-02,1.326411662151589116e-05
-9.349999999999983324e-04,1.040933002306488643e-02,1.460987196818746918e-05
-5.609999999999989995e-04,1.050448327440520017e-02,1.524098666890241851e-05
-1.869999999999996665e-04,1.075552903140665831e-02,1.409174474769877414e-05
1.869999999999996665e-04,1.076355596670691521e-02,1.435449961412810445e-05
5.609999999999989995e-04,1.050298966338847513e-02,1.301839895149626883e-05
9.349999999999983324e-04,1.040366638668121547e-02,1.342488541165037870e-05
1.308999999999997665e-03,1.034149265906455020e-02,1.345457324865623819e-05
1.682999999999996998e-03,1.029334302011684736e-02,1.287894455025604841e-05
2.056999999999996331e-03,1.025074986520617404e-02,1.231879247848717834e-05
2.430999999999995664e-03,1.022136953251160177e-02,1.228524645728397880e-05
2.804999999999994997e-03,1.019834261836284790e-02,1.318871226888726750e-05
3.178999999999994330e-03,1.017125545560471078e-02,1.321542381570789701e-05
3.552999999999993663e-03,1.015255151760569713e-02,1.332571414265234751e-05
3.926999999999992996e-03,1.013091884104534192e-02,1.323169535703264452e-05
4.300999999999992329e-03,1.012747592346085156e-02,1.309868001333391211e-05
4.674999999999991662e-03,1.010600443671337903e-02,1.319126662447605906e-05
5.048999999999990995e-03,1.009460737139702795e-02,1.301096337988730074e-05
5.422999999999990328e-03,1.008569851837461118e-02,1.371790155177293937e-05
5.796999999999989661e-03,1.007383431302218829e-02,1.393401966053984763e-05
6.170999999999995933e-03,1.006807455615223862e-02,1.401289462276985246e-05
6.545000000000002205e-03,1.005074227994982514e-02,1.453602738080225375e-05
6.919000000000001538e-03,1.004496520161713390e-02,1.413492148339726954e-05
7.293000000000000871e-03,1.004402629432096100e-02,1.311237015055884899e-05
7.667000000000000204e-03,1.004018379882578096e-02,1.368652741529406632e-05
8.040999999999999537e-03,1.003255494911658302e-02,1.375788430058091408e-05
8.414999999999998870e-03,1.002455113642858504e-02,1.339867595138976374e-05
8.788999999999998203e-03,1.000662167089264552e-02,1.367583981636717185e-05
9.162999999999997536e-03,1.000649155915490918e-02,1.519622141250864968e-05
9.536999999999996869e-03,1.000441790487748353e-02,1.393792033766532614e-05
9.910999999999996202e-03,9.992815552050530667e-03,1.336931522339786906e-05
1.028499999999999553e-02,9.989135121932793404e-03,1.299337208675190325e-05
1.065899999999999487e-02,9.986858141920454054e-03,1.346827867196919850e-05
1.103299999999999420e-02,9.985864418460535866e-03,1.298224848588898860e-05
1.140699999999999353e-02,9.974397863984839699e-03,1.283133091446278448e-05
1.178099999999999287e-02,9.971440787194663438e-03,1.316726318893918674e-05
1.215499999999999220e-02,9.968473873881514291e-03,1.347986545826331560e-05
1.252899999999999153e-02,9.969726874090074561e-03,1.329147485832381878e-05
1.290299999999999087e-02,9.964140487008858391e-03,1.347531191030229820e-05
1.327699999999999020e-02,9.964926279671621617e-03,1.355386437813426669e-05
1.365099999999998953e-02,9.956800453698818124e-03,1.408839095575261078e-05
1.402499999999999580e-02,9.945881159645666644e-03,1.444811120861819238e-05
1.439900000000000208e-02,9.950235965360116480e-03,1.319607719166112416e-05
1.477300000000000141e-02,9.943918258764177995e-03,1.297374052487127759e-05
1.514700000000000074e-02,9.938705186766972483e-03,1.310531361745556679e-05
1.552100000000000007e-02,9.936977843802874411e-03,1.311205035946332980e-05
1.589499999999999941e-02,9.940976988102305512e-03,1.330297870191056473e-05
1.626899999999999874e-02,9.937273197781827314e-03,1.328635228197691145e-05
1.664299999999999807e-02,9.942681611211999504e-03,1.330252502750484556e-05
1.701699999999999741e-02,9.943619613673057578e-03,1.305032215323110914e-05
1.739099999999999674e-02,9.945187753024765237e-03,1.257686131798113858e-05
1.776499999999999607e-02,9.939814833310934086e-03,1.404912532236618001e-05
1.813899999999999541e-02,9.936525468248995005e-03,1.393170067328480483e-05
1.851299999999999474e-02,9.938641450651602635e-03,1.366948239342017930e-05
1.888699999999999407e-02,9.935921451011913916e-03,1.327203665256881197e-05
1.926099999999999340e-02,9.929172839696102579e-03,1.285368103800735087e-05
1.963499999999999274e-02,9.945048218877318782e-03,1.410590301773889241e-05
2.000899999999999207e-02,9.932400559079563110e-03,1.455106723212635195e-05
2.038299999999999140e-02,9.928602262600932232e-03,1.467239297133940815e-05
2.075699999999999074e-02,9.933472896670195174e-03,1.462565608766972868e-05
2.113099999999999007e-02,9.923810754050951810e-03,1.392663710155066248e-05
2.150499999999998940e-02,9.915637709722088106e-03,1.526727768808759325e-05
2.187899999999998873e-02,9.919036799953470651e-03,1.414525727470992428e-05
2.225299999999999501e-02,9.926634129541875642e-03,1.348793826643751599e-05
2.262700000000000128e-02,9.929440544727691220e-03,1.332902721092015647e-05
2.300100000000000061e-02,9.923908521462994695e-03,1.349403925214522505e-05
2.337499999999999994e-02,9.921899007693527756e-03,1.336345532955362337e-05
2.374899999999999928e-02,9.921234952679196945e-03,1.358625061802590995e-05
2.412299999999999861e-02,9.917515213488969569e-03,1.288999559680823879e-05
2.449699999999999794e-02,9.925767885302940602e-03,1.280284642481147991e-05
2.487099999999999728e-02,9.922611156544918973e-03,1.301532636949786730e-05
2.524499999999999661e-02,9.921582966352182273e-03,1.222598196369291385e-05
2.561899999999999594e-02,9.928734792506613976e-03,1.241492109070720261e-05
2.599299999999999528e-02,9.919201548533328888e-03,1.127315955861344154e-05
2.636699999999999461e-02,9.918941663840014772e-03,1.201194608269195245e-05
2.674099999999999394e-02,9.921117681639534877e-03,1.216950702338675088e-05
2.711499999999999327e-02,9.915399519809972931e-03,1.288702049857927318e-05
2.748899999999999261e-02,9.918959160508647802e-03,1.362886341692900152e-05
2.786299999999999194e-02,9.912805171312271887e-03,1.435323225301691447e-05
2.823699999999999127e-02,9.913762918402789157e-03,1.339830591094695886e-05
2.861099999999999061e-02,9.903732396600847809e-03,1.440646876269898178e-05
2.898499999999998994e-02,9.902040278666163903e-03,1.424148503536801291e-05
2.935899999999998927e-02,9.907613452117594241e-03,1.453676344141091023e-05
2.973299999999998861e-02,9.913369135618139982e-03,1.378911234970087534e-05
3.010699999999999488e-02,9.911118790846969520e-03,1.418864176788122722e-05
3.048100000000000115e-02,9.917202186034009340e-03,1.478093613424205175e-05
3.085500000000000048e-02,9.916997019462924640e-03,1.515483015856391353e-05
3.122899999999999981e-02,9.912641315386884824e-03,1.372235756878956804e-05
3.160299999999999221e-02,9.906827724966127055e-03,1.400348150323504590e-05
3.197699999999999154e-02,9.907827147578634336e-03,1.430678162213381046e-05
3.235099999999999087e-02,9.904269514098973728e-03,1.392712239097356033e-05
3.272499999999999021e-02,9.907106265526360173e-03,1.329883808588506264e-05
3.309899999999998954e-02,9.900607626262627331e-03,1.394399301414723560e-05
3.347299999999998887e-02,9.899281512854083212e-03,1.376714084455185574e-05
3.384699999999998821e-02,9.903531768864395901e-03,1.355488066401811949e-05
3.422099999999998754e-02,9.906398951523689989e-03,1.285654859085187706e-05
3.459500000000000075e-02,9.901071901395643027e-03,1.377562814766112490e-05
3.496900000000000008e-02,9.891078930725182017e-03,1.357407322838176882e-05
3.534299999999999942e-02,9.891673473849411230e-03,1.452138009218724573e-05
3.571699999999999875e-02,9.901514433858445846e-03,1.333572790787464853e-05
3.609099999999999808e-02,9.900465521101221855e-03,1.328119621569627753e-05
3.646499999999999742e-02,9.896158319734900399e-03,1.383271154688295211e-05
3.683899999999999675e-02,9.896862963463707447e-03,1.308038168952856393e-05
3.721299999999999608e-02,9.903494825480467501e-03,1.376183937418879771e-05
3.758699999999999541e-02,9.904870201970230117e-03,1.216918314012515222e-05
3.796099999999999475e-02,9.905385404465475926e-03,1.243719297235720441e-05
3.833499999999999408e-02,9.912161075743801050e-03,1.226589877455543990e-05
3.870899999999999341e-02,9.912082371175693490e-03,1.250579929419732814e-05
3.908299999999999275e-02,9.907748400758654636e-03,1.250483476442782831e-05
3.945699999999999208e-02,9.905561452372044565e-03,1.207079318716527102e-05
3.983099999999999141e-02,9.905549971024723774e-03,1.141908558075951185e-05
4.020499999999999075e-02,9.903889675628121947e-03,1.254653087573838694e-05
4.057899999999999008e-02,9.904748193715472160e-03,1.240692603196422403e-05
4.095299999999998941e-02,9.898464642482052850e-03,1.140610946698319283e-05
4.132699999999998874e-02,9.901666704514845707e-03,1.212445651299859121e-05
4.170099999999998808e-02,9.900378543004930559e-03,1.300819515836617217e-05
4.207499999999998741e-02,9.900590687017162689e-03,1.346921867691619078e-05
4.244900000000000062e-02,9.895897137318946865e-03,1.331187079829443599e-05
4.282299999999999995e-02,9.900464200839466031e-03,1.397151461910102452e-05
4.319699999999999929e-02,9.906568135943595935e-03,1.360142616856050115e-05
4.357099999999999862e-02,9.902445148485417709e-03,1.423305749658188635e-05
4.394499999999999795e-02,9.904505220752642808e-03,1.440488216742147696e-05
4.431899999999999729e-02,9.907596128366330870e-03,1.414214760031777411e-05
4.469299999999999662e-02,9.896279795124857462e-03,1.424299573054542761e-05
4.506699999999999595e-02,9.890322089892286325e-03,1.421603766356550616e-05
4.544099999999999528e-02,9.895629618147310652e-03,1.383268720170295114e-05
4.581499999999999462e-02,9.889422739990594985e-03,1.308185872205267109e-05
4.618899999999999395e-02,9.887120416363082143e-03,1.207974289579355807e-05
4.656299999999999328e-02,9.890875316976218204e-03,1.335819046408000352e-05
4.693699999999999262e-02,9.885487003836705353e-03,1.303186675872115667e-05
4.731099999999999195e-02,9.889727491324230499e-03,1.260083388430708100e-05
4.768499999999999128e-02,9.885336232415001950e-03,1.145783924076532630e-05
4.805899999999999062e-02,9.895989719268850210e-03,1.199731723695646171e-05
4.843299999999998995e-02,9.892686465100154064e-03,1.252678302030174182e-05
